Track_ID,Artist_ID,Artist_Name,Track_Name,Danceability,Energy,Loudness,Valence,Tempo,Popularity_Score
0Ueq7HrYgIzQ8wcIW6Duzg,7uA2p3333eiW9Cknf1twtU,invention_,Levitating,0.406,0.294,-14.574,0.386,65.553,65
2d3QlXE6FXFDeodiS66yjM,7o96HO2zrujyATtVsqGhh3,Goth Babe,Weekend Friend,0.409,0.594,-9.725,0.212,110.187,61
6pW1H42JNBJKnw0ZvCt18E,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Wedding Cantata, BWV 202: IX. Sehet in Zufriedenheit",0.409,0.0605,-25.543,0.209,84.257,0
6ZDQdAeTYt13V67K7LJXDv,2auiVi8sUZo17dLy1HwrTU,Solange,Jerrod,0.409,0.253,-9.88,0.218,114.023,66
78fvNTfzdwiN7QpPZPvfsr,7y97mc3bZRFXzT2szRM4L4,Fr??d??ric Chopin,"Nocturnes, Op. 9: II. Andante in E-Flat Major",0.409,0.034,-29.061,0.0521,81.051,0
2JSnL1yIvXW2PMXuPLD4Vd,3b8QkneNDz4JHKKKlLgYZg,Florida Georgia Line,Like You Never Had It,0.41,0.866,-3.332,0.425,77.02,62
7lR681gCdubcd1wWVsHq7Y,3b8QkneNDz4JHKKKlLgYZg,Florida Georgia Line,Told You,0.411,0.721,-4.561,0.548,180.02,60
1hiG9pZOBcMLbWOQqW316T,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Requiem in D Minor, K. 626: IIIa. Sequenz, Dies irae",0.413,0.242,-16.672,0.445,84.063,0
59OBV3kRCqepY5cNZiZfT6,2xaAOVImG2O6lURwqperlD,Catfish and the Bottlemen,Fluctuate,0.413,0.886,-4.166,0.319,160.177,70
0DOvYqwU0fxwHuhsP0jniI,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Die Zauberfl??te (The Magic Flute), K. 620: Overture",0.415,0.203,-14.827,0.161,85.33,0
0Ta7kNvtNiTS2oPPeFdECJ,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Die Zauberfl??te (The Magic Flute), K. 620: Overture",0.415,0.203,-14.827,0.161,85.33,0
4Wm34EhXNyC5RqQR5aBQwH,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Die Zauberfl??te, K. 620: Overture",0.415,0.203,-14.827,0.161,85.33,0
7mdNKXxia7AeSuJqjjA2rb,7bXgB6jMjp9ATFy66eO08Z,Chris Brown,Beautiful People (feat. Benny Benassi),0.415,0.775,-6.366,0.536,127.86,1
0q7LGcVSpsIoSbjChtZ8lI,3TVXtAsR1Inumwj472S9r4,Drake,Uptown (feat. Bun B & Lil Wayne),0.416,0.824,-3.075,0.417,85.433,68
2WaDEHl6iVV11n1zU9NEEQ,0cc6vw3VN8YlIcvr1v7tBL,M??tley Cr?¬e,Live Wire,0.418,0.873,-8.219,0.69,112.297,66
1qZtqrtgb4JK96nWy7J57o,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Serenade No. 13 in G Major, K. 525 ""Eine Kleine Nachtmusik""",0.419,0.0509,-21.541,0.275,121.816,0
08vVIdC5o7F23ZKjKT5fQG,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Die Zauberfl??te (The Magic Flute), K. 620, Act II: ""Der H??lle Rache kocht in meinem Herzen"" (Queen of the Night's Aria)",0.42,0.148,-18.612,0.145,146.654,0
0Hgqglypzt6Qs5Duqskcqs,6LuN9FCkKOj5PcnpouEgny,Khalid,Heaven,0.42,0.479,-8.881,0.11,116.989,76
2y1uelwatDzy4KMMiXGbsM,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Die Zauberfl??te (The Magic Flute), K. 620, Act II: ""Der H??lle Rache kocht in meinem Herzen""",0.42,0.148,-18.612,0.145,146.654,0
4k6hX9RKD096K1NCjjJZLc,0cGUm45nv7Z6M6qdXYQGTX,Kehlani,Footsteps (feat. Musiq Soulchild),0.42,0.638,-4.212,0.478,88.546,71
2QrXzOqLCVDRZHkToA0tSR,3EOEK57CV77D4ovYVcmiyt,Dennis Lloyd,Never Go Back,0.421,0.653,-4.85,0.733,78.6,84
43LgFIkNMmIFBSaTKc0qT4,7y97mc3bZRFXzT2szRM4L4,Fr??d??ric Chopin,"Nocturne in E-Flat Major, Op. 9 No. 2",0.421,0.0537,-23.098,0.0644,63.905,0
4iGBPovu7Hy7TUg6Wk6pjt,0cc6vw3VN8YlIcvr1v7tBL,M??tley Cr?¬e,The Dirt (Est. 1981) [feat. Machine Gun Kelly],0.421,0.859,-4.333,0.373,166.099,66
6RLI5LENz1tlKwUNTRH0ZP,3YCKuqpv9nCsIhJ2v8SMix,Elevation Worship,Here Again (Paradoxology),0.421,0.202,-13.022,0.0982,135.968,0
2U21ams6Xxksy0m1jLpDYH,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Serenade No. 13 in G Major, K. 525 ""Eine Kleine Nachtmusik"": IV. Rondo (Allegro)",0.422,0.206,-20.078,0.685,124.096,0
0Lv1GxP4BOe9oMw04UYa3C,74cb3MG0x0BOnYNW1uXYnM,Hillsong UNITED,As You Find Me - Live,0.423,0.432,-9.176,0.0952,132.039,61
1NEJ8gJxZ12mBertXyrRb5,2Sqr0DXoaYABbjBo9HaMkM,Sara Bareilles,A Safe Place to Land (feat. John Legend),0.423,0.253,-13.259,0.161,129.656,64
4gLMgxa0xd3jPT64lcmpPR,1Nd1g8fezKoJ6DGauWbZIm,Beast Coast,"Left Hand (feat. Joey Bada$$, Flatbush Zombies, The Underachievers, Kirk Knight, Nyck Caution, CJ Fly)",0.423,0.631,-7.64,0.246,78.706,70
6CcJMwBtXByIz4zQLzFkKc,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,i love you,0.423,0.123,-18.41,0.0972,137.045,88
18KjYhghq6K3ZmfcewWDp6,60d24wfXkVzDSfLS6hyCjZ,Martin Garrix,Mistaken (feat. Alex Aris),0.424,0.694,-4.912,0.0801,128.034,74
2nkF3YTPHNTDnDCextgBmL,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Don Giovanni, K. 527, Act I: ""Batti, batti o bel Masetto""",0.424,0.111,-15.016,0.479,112.019,0
0Uw8pWFNcZwt3wrRPPwp4s,4xRYI6VqpkE3UwrDrAZL8L,Logic,Best Friend,0.425,0.46,-7.381,0.561,78.539,65
2EoLn0fbBmzkRf88wzCsPF,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Symphony No. 41 in C Major, K. 551 ""Jupiter"": I. Allegro vivace",0.425,0.141,-16.705,0.333,77.377,0
3kAcfVOWRXKTt4gvgGzq6P,5y2Xq6xcjJb2jVM54GHK3t,John Legend,All of Me,0.426,0.241,-8.137,0.318,123.847,0
5qD3Qv8Wu3r5uRD0DahcZy,3Uobr6LgQpBbk6k4QGAb3V,I Prevail,Bow Down,0.426,0.959,-4.95,0.372,155.01,69
73thBYypIRDkDz9Fw1kgCN,26T4yOaOoFJvUvxR87Y9HO,Bethel Music,Stand in Your Love (Live),0.426,0.829,-4.075,0.524,144.834,66
15PeomP6vDX3EFToJxgZRF,7FNnA9vBm6EKceENgCGRMb,Anitta,Tu y yo,0.427,0.65,-6.007,0.716,84.159,46
1HYnjKqSSHh1tdl2Hi57zH,2FXC3k01G6Gw61bmprjgqS,Hozier,"Wasteland, Baby!",0.427,0.407,-9.665,0.244,168.844,67
2e9N4vHYVUwSwRorBzsZXE,2FXC3k01G6Gw61bmprjgqS,Hozier,Almost (Sweet Music),0.427,0.689,-5.589,0.706,88.875,73
2UkF0EWfh0T90ScJzGqnD1,4WFtYn5RyU8VGPpPyW9Pxw,M-22,White Lies,0.427,0.916,-3.716,0.688,123.539,71
3HKiR4t12GW18bnPUVhx5l,6fcTRFpz0yH79qSKfof7lp,Seven Lions,Island (feat. Nevve),0.427,0.836,-3.323,0.248,150.128,61
5cq7ZfNEAT3Rw2GRQJmVq0,2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,Freedom,0.427,0.558,-6.374,0.605,86.141,0
6LkawpJyy0TZJ6Z41gMVyy,4MCBfE4596Uoi2O4DtmEMz,Juice WRLD,The Bees Knees,0.427,0.724,-4.751,0.289,140.029,75
6oHPZQBItiWp0ZzboafMJ8,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Violin Concerto No. 2 in E Major, BWV 1042: I. Allegro",0.428,0.296,-15.42,0.668,94.642,0
49QAUGEp8XbIcSjtom0Zid,7y97mc3bZRFXzT2szRM4L4,Fr??d??ric Chopin,"Nocturnes, Op. 9: No. 2, Andante in E-Flat Major",0.429,0.0293,-24.895,0.123,101.049,0
6mCcFDlJzpDhcruhsOnH2f,7y97mc3bZRFXzT2szRM4L4,Fr??d??ric Chopin,"Nocturnes, Op. 9: No. 2, Andante in E-Flat Major",0.429,0.0293,-24.895,0.123,101.049,0
7mHRoiESmvHd4UIDr3a1xq,2ICR2m4hOBPhaYiZB3rnLW,Sonder,What You Heard,0.429,0.371,-9.017,0.135,137.134,63
3Ddgh4ZwVIkLx0f4WeDFmo,1Ffb6ejR6Fe5IamqA5oRUF,Bring Me The Horizon,sugar honey ice & tea,0.431,0.914,-4.243,0.534,147.108,70
1zfFle2YCXuUFXlAAZ4QOS,0cc6vw3VN8YlIcvr1v7tBL,M??tley Cr?¬e,The Dirt (Est. 1981) [feat. Machine Gun Kelly],0.432,0.828,-5.769,0.367,166.035,68
2vsuel3g4zaLYSOY0mOMbi,6LuN9FCkKOj5PcnpouEgny,Khalid,Bad Luck,0.432,0.52,-5.515,0.303,164.047,80
7H10JyQr3gTTXOTs9kFedV,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Cello Suite No. 6 in D Major, BWV1012: 2. Allemande (Arr. Slava Grigoryan)",0.432,0.0344,-27.582,0.648,92.194,0
5FoKtJ9JMIVTzba4EGGbbL,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Flute Quartet No. 1 in D Major, K. 285: III. Rondo",0.433,0.152,-17.613,0.71,131.449,0
5oKjV2E0mt8SjAsuRGQKcV,74cb3MG0x0BOnYNW1uXYnM,Hillsong UNITED,Good Grace - Live,0.433,0.697,-7.912,0.246,142.193,61
6n1MfgLFldaK2Tym8rLYpf,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Brandenburg Concerto No. 3 in G Major, BWV 1048: III. Allegro",0.433,0.448,-21.612,0.895,142.639,0
5AMPAGHERaCDB6HWXcPObt,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Der H??lle Rache - from Die Zauberfl??te, KV 620",0.434,0.186,-14.191,0.605,140.723,0
2xgk9GoalEjOBHrZ6TWVqv,7EWU4FhUJM1sZQgQKdENeT,Hopsin,The Old Us,0.435,0.719,-6.82,0.137,93.132,65
3C2743bN6uOq3mf8ZEh7rV,6olE6TJLqED3rqDCT0FyPh,Nirvana,On A Plain - Live At The Paramount/1991,0.435,0.987,-5.495,0.37,133.688,0
4hAap2uSKex9pKXYidqpF2,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Orchestral Suite No. 1 in C Major, BWV 1066: II. Courante",0.435,0.281,-15.417,0.836,162.064,0
7JFPkFTxWF06CzEl7v5vCH,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Harpsichord Concerto No. 5 in F Minor, BWV 1056: II. Arioso: Largo",0.435,0.0294,-30.494,0.285,63.399,0
0ZFeVCKCMCXUQ1TKVd2azW,26AHtbjWKiwYzsoGoUZq53,Pentatonix,The Sound of Silence,0.439,0.43,-7.432,0.26,90.99,68
3BgwHnBMMgCUB5zjl0GH0y,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Fugue in G Minor, BWV 1000",0.439,0.117,-21.774,0.465,140.341,0
1ahVFh0ViDZr8LvkEVlq3B,60d24wfXkVzDSfLS6hyCjZ,Martin Garrix,No Sleep (feat. Bonn),0.44,0.635,-6.385,0.327,128.133,87
1Q74IYVE67sUKktSFIm9Yr,4tKF6F3hmXHojcc86TrL1R,laqueus,Patio,0.44,0.253,-11.685,0.14,87.919,65
3y5B5ebFMzEEFqCPOesAXR,6WY7D3jk8zTrHtmkqqo5GI,Maren Morris,GIRL,0.44,0.793,-3.95,0.447,143.599,77
1ZB2qWsheGabSEYvBYxjKn,3jOstUTkEu2JkjvRdBA5Gu,Weezer,Take On Me,0.441,0.762,-3.857,0.743,167.964,68
6JEqJbL1brIBySspoKU2CL,0uGk2czvcpWQA383Im6ajf,Maggie Lindemann,Friends Go,0.441,0.66,-3.335,0.765,177.718,68
7uiBocndm12aKbsdnQ3Scx,7bXgB6jMjp9ATFy66eO08Z,Chris Brown,Undecided,0.441,0.527,-5.318,0.589,96.37,84
0DlMSBJh9uo52DieTYVXLw,4NZvixzsSefsNiIqXn0NDe,Maggie Rogers,Back In My Body,0.442,0.753,-6.073,0.276,163.951,65
6SMpTsIrR44hO5wFSesGSC,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Kommst du nun, Jesu, vom Himmel herunter, BWV 650",0.442,0.299,-10.222,0.748,88.484,0
0PYdiBzO9IvWc6Y3wO1j7m,3NBmfDV6Yh3hjuQUBVvYgO,Better Oblivion Community Center,Didn't Know What I Was in For,0.443,0.275,-11.148,0.194,141.112,60
3OjNkFFZavF89xvRqWCXmU,6zLBxLdl60ekBLpawtT63I,Cody Johnson,On My Way to You,0.443,0.538,-5.477,0.245,157.97,69
5hDog09WKBa9TTFCcJgA7u,6WY7D3jk8zTrHtmkqqo5GI,Maren Morris,Kingdom of One - from For The Throne (Music Inspired by the HBO Series Game of Thrones),0.443,0.399,-7.578,0.0787,86.086,0
3KxOYNt66Hj42HzO7ao0CV,3jOstUTkEu2JkjvRdBA5Gu,Weezer,Happy Together,0.444,0.943,-3.724,0.411,125.896,62
1CUO78HbhOdBUdhoCo7zO5,3b8QkneNDz4JHKKKlLgYZg,Florida Georgia Line,Tip It Back,0.446,0.949,-3.342,0.85,163.983,0
4I5uWfaZIrkKCHrbO7eLMV,4lPl9gqgox3JDiaJ1yklKh,Tierra Whack,Gloria,0.446,0.622,-7.561,0.963,155.66,62
0OTl07o7nUw95fOswlVduJ,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Serenade No. 13 in G Major, K. 525 ""Eine Kleine Nachtmusik"": I. Allegro",0.447,0.138,-19.157,0.407,148.79,0
0scYtiSe1lZlQt6vqWlcZC,2auiVi8sUZo17dLy1HwrTU,Solange,We Deal With the Freak'n (intermission),0.447,0.7,-8.982,0.545,62.92,64
5ApJZJY5LTXpEcroZKEyMx,1QRj3hoop9Mv5VvHQkwPEp,Olivia O'Brien,Just Friends,0.447,0.247,-10.479,0.291,77.791,61
0A31i51V3omHTJMDCJxDfh,6A7uqgC2N1nUhrCLAytHxN,PUP,Morbid Stuff,0.448,0.921,-3.726,0.498,160.959,59
5NeHvs8ClxMHtqv8DHEK1X,5Y8eJDj37KhaEeqbVO7Ag1,PRETTYMUCH,Blind,0.448,0.761,-4.741,0.333,149.687,68
4RQpgDyA9bk9mASnp95szR,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Magnificat in D Major, BWV 243: VII. Fecit potentiam",0.449,0.399,-14.749,0.305,88.655,0
5doZTBqMSsKDZ6f6bn2c5v,2wUjUUtkb5lvLKcGKsKqsR,Alessia Cara,Out Of Love - Mangal Suvarnan Remix,0.449,0.559,-10.122,0.0763,177.069,22
3wFLWP0FcIqHK1wb1CPthQ,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,fake smile,0.45,0.619,-7.412,0.427,83.3,86
5v05DdK7dCqmImUj4PLxOE,718COspgdWOnwOFpJHRZHS,Luke Combs,Beautiful Crazy - Acoustic,0.45,0.262,-10.423,0.488,102.656,60
2yBdoXBK6GcXsoCjWbGkro,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Die Zauberfl??te (The Magic Flute), K. 620, Act I: ""Der Vogelf??nger bin ich ja"" (Birdcatcher's Aria)",0.451,0.13,-17.165,0.337,140.149,0
58Ru1XZP3lxJ6wJoFT2PmL,74cb3MG0x0BOnYNW1uXYnM,Hillsong UNITED,Another In The Fire - Live,0.451,0.688,-7.826,0.0805,135.056,63
0YxrPdW9NpNFtqh7Fw0rva,26T4yOaOoFJvUvxR87Y9HO,Bethel Music,Raise a Hallelujah (Live),0.452,0.866,-4.431,0.291,81.972,70
4aT5N2wBZNs7NHGb3I2Jgr,3CygdxquGHurS7f9LjNLkv,Little Big Town,The Daughters,0.452,0.458,-6.421,0.156,79.049,58
7nioCrPVTkYopUB1rTvtK1,5t28BP42x2axFnqOOMg3CM,Five Finger Death Punch,Blue on Black,0.452,0.882,-4.406,0.398,156.277,0
7ze7X8r4fopBs9ZRtwYFOX,75dQReiBOHN37fQgWQrIAJ,Local Natives,When Am I Gonna Lose You,0.452,0.834,-4.657,0.514,142.088,67
1JITdDjVKVQISI0R7GJfSv,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Die Zauberfl??te (The Magic Flute), K. 620, Act II: ""Pa-pa-pa-papagena""",0.453,0.181,-20.37,0.393,113.489,0
2txCh8zTK4Yjf21x0IoXQj,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Prelude and Fugue No. 10 in E minor, BWV 855: II. Fugue",0.453,0.193,-21.255,0.776,128.211,0
1et9bfdvDHld2wPBZfT1OA,0tpIaEojsimd2hK4Y3nZIX,Nicotine,Running,0.454,0.393,-11.715,0.181,110.072,62
2WJDklY7F6RFZaPho95uaI,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Mass in B Minor, BWV 232: IV. Gloria: Gloria in excelsis Deo",0.454,0.383,-16.094,0.778,91.672,0
43zdsphuZLzwA9k4DJhU0I,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,when the party's over,0.454,0.111,-14.038,0.187,124.155,91
6r5tlCMur8Vngv3n0DzOFl,3wWtfT7S2uVJJ3hGZlOLkZ,Judah & the Lion,Over my head,0.454,0.924,-4.38,0.505,150.967,65
6wnwEoID3uADTQHIyBrnPM,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Partita in A Minor, BWV 1013: IV. Bourr??e anglaise",0.454,0.008,-31.876,0.769,114.836,0
63N3mSA7zVaAmZU4Xi6ifZ,6zLBxLdl60ekBLpawtT63I,Cody Johnson,Fenceposts,0.455,0.628,-6.246,0.402,160.001,59
6CVOAQAtEUczusr91X6JGD,6qGkLCMQkNGOJ079iEcC5k,Ben Platt,Honest Man,0.455,0.48,-5.583,0.203,150.066,62
6zjHJqrEXAZpCb5WhuBqHZ,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Mass in B Minor, BWV 232: XXI. Credo: Et exspecto",0.455,0.471,-14.72,0.612,106.328,0
0pcO81u3T3k2fe3cusLwtC,6olE6TJLqED3rqDCT0FyPh,Nirvana,Drain You - Live At The Paramount/1991,0.456,0.896,-6.302,0.509,136.733,0
4byXh93siQtzKLdjKuJaAF,2FXC3k01G6Gw61bmprjgqS,Hozier,No Plan,0.456,0.75,-4.609,0.564,80.019,68
59ttRCDKCMD8Aq0xrFHnrP,1mbXts9rQTQvSfO4wN6HiY,Back 2 Sleep,Delta Sinus 125 Hz - L 126 Hz - R - Drone,0.457,0.00166,-30.685,0.0338,60.001,63
5HllOy0J5LuH96EzMLGCPe,6guC9FqvlVboSKTI77NG2k,Dance Gavin Dance,Head Hunter,0.458,0.969,-4.031,0.421,75.001,66
6hYvw3LLTViP2mT4MpDNmT,6qGkLCMQkNGOJ079iEcC5k,Ben Platt,Grow As We Go,0.458,0.137,-14.083,0.437,80.824,65
40WWDaK7arn7ilmufbHmdo,0NIPkIjTV8mB795yEIiPYL,Wallows,Treacherous Doctor,0.459,0.861,-6.186,0.767,160.039,61
0jT6M1tT51b1p2s8qDUUkB,10gzBoINW3cLJfZUka8Zoe,Above & Beyond,Show Me Love,0.46,0.878,-5.203,0.454,128.017,67
0Xen6Y4p2soxvsUTlF0IUn,6WY7D3jk8zTrHtmkqqo5GI,Maren Morris,Common (feat. Brandi Carlile),0.46,0.737,-5.332,0.382,104.715,67
4NSW0Km5ZG60L8FthUebPJ,1HBjj22wzbscIZ9sEb5dyf,Jonas Blue,What I Like About You (feat. Theresa Rex),0.46,0.8,-3.584,0.553,102.46,81
3EqHFfCSbX4Z1pX8JQ0c0r,2HOMW1liAxI3URnEq95SMS,MISSIO,I See You,0.461,0.766,-6.875,0.399,169.957,66
47yypFbq6fu3yUvFoaf2UN,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen,Cover Me Up,0.461,0.437,-8.285,0.194,128.132,63
5G0ODnPPuMuFOn5d1lUoAx,7z5WFjZAIYejWy0NI5lv4T,Dan + Shay,Tequila - Acoustic,0.461,0.658,-5.752,0.566,171.839,29
1v24T2ug4TlssYZvI3aL4O,3TVXtAsR1Inumwj472S9r4,Drake,Lust For Life,0.462,0.422,-10.381,0.0853,87.364,69
4YyFPFJMrJcWdsdLPmgpiG,5lwmRuXgjX8xIwlnauTZIP,Romeo Santos,Intro,0.462,0.208,-12.624,0.42,90.238,64
7mPoCVGP752A5DtHf1SKkM,3TVXtAsR1Inumwj472S9r4,Drake,Say What's Real,0.462,0.773,-5.375,0.455,86.157,65
226TUHo7YO5d5ceR0sg1aG,6WY7D3jk8zTrHtmkqqo5GI,Maren Morris,To Hell & Back,0.463,0.71,-7.051,0.44,78.144,64
48Kt0Zugeset3zlvhLPJmz,4o0pNHbyj36LPvukNqEug0,The Maine,"Heaven, We're Already Here",0.464,0.812,-4.987,0.365,75.99,61
4mGdjNMo0RonTlOEb7cYg4,6Ad91Jof8Niiw0lGLLi3NW,YUNGBLUD,11 Minutes (with Halsey feat. Travis Barker),0.464,0.852,-3.804,0.233,160.075,86
4zvvvHm0b5CBl37tocxm7n,2FXC3k01G6Gw61bmprjgqS,Hozier,Sunlight,0.464,0.559,-4.209,0.368,115.349,66
7cPO2IPraPDlGIguekShlV,6nxWCVXbOlEVRexSbLsTer,Flume,Jewel,0.464,0.496,-6.688,0.0803,113.317,69
6eiztdXRkooWsBt2xToMWI,4MCBfE4596Uoi2O4DtmEMz,Juice WRLD,Make Believe,0.465,0.84,-4.35,0.672,83.981,85
1gj9poFl2mLKkguqWo5Y1i,26T4yOaOoFJvUvxR87Y9HO,Bethel Music,Goodness of God (Live),0.466,0.67,-4.701,0.395,126.142,63
7dnDBbHKyJNFXoeVwO8KBY,3b8QkneNDz4JHKKKlLgYZg,Florida Georgia Line,Blessings,0.466,0.672,-5.926,0.334,89.081,61
127Lo2jBvHut2kzK5emxJT,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Brandenburg Concerto No. 4 in G Major, BWV 1049: I. Allegro",0.467,0.158,-23.469,0.647,93.906,0
2s8w7n22U328L6Pdfwdodg,4xRYI6VqpkE3UwrDrAZL8L,Logic,I Love You Forever,0.467,0.658,-6.145,0.245,147.903,66
2dmPVqFpmhNuggEB3niC9S,4ZgQDCtRqZlhLswVS6MHN4,grandson,Stigmata,0.469,0.862,-6.48,0.322,87.048,63
2isSdmQfVv32j2haL6hk9x,3Nrfpe0tUJi4K4DXYWgMUX,BTS,Intro : Persona,0.469,0.87,-4.475,0.652,86.622,0
5RBxiJIHL9xAXxWLRmwsnV,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Cello Suite No. 3 in C Major, BWV 1009: V. Bour??e 1 & 2",0.469,0.0214,-24.878,0.598,72.036,0
6MlGqWzDiLkZ0vmAEsisEk,3TVXtAsR1Inumwj472S9r4,Drake,The Calm,0.471,0.784,-8.25,0.258,160.833,62
6mNqjI8t57Iwaz21IS7cl0,2UZMlIwnkgAEDBsw1Rejkn,Tom Petty,Runnin' Down A Dream,0.471,0.956,-6.371,0.715,169.798,66
04RaThB20KTtI8wwXASw3L,5CCwRZC6euC8Odo6y9X8jr,Rita Ora,Only Want You - Recorded at Spotify Studios NYC,0.473,0.359,-6.126,0.733,82.37,62
0osktpHbjYekkM80pQkzbd,00YTqRClk82aMchQQpYMd5,Our Last Night,When the Party's Over,0.473,0.952,-4.401,0.26,134.809,66
1ADnKGJN6sQxkYpcgpyKbm,4uSftVc3FPWe6RJuMZNEe9,Andrew Bird,Olympians,0.473,0.596,-7.947,0.252,79.883,62
4AQ0FuLnPIM4rDKH4VleLD,3b8QkneNDz4JHKKKlLgYZg,Florida Georgia Line,Canƒ??t Say I Ainƒ??t Country,0.473,0.874,-2.399,0.739,150.198,63
5icbZiF6lcuEORG0UzMsS2,3Uobr6LgQpBbk6k4QGAb3V,I Prevail,Every Time You Leave,0.473,0.749,-5.047,0.167,150.022,67
5P0uAWVZA95563x4jWFAf5,6fxyWrfmjcbj5d12gXeiNV,Denzel Curry,BLACK BALLOONS | 13LACK 13ALLOONZ - Manuvers Remix,0.474,0.787,-7.3,0.432,199.801,39
6Rk9OCPLRprxsMmYgnU1UF,5KNNVgR6LBIABRIomyCwKJ,Dermot Kennedy,For Island Fires and Family,0.474,0.217,-13.271,0.237,102.274,69
66FbbXUxyGdtUcEN6zBTw8,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Brandenburg Concerto No. 3 in G Major, BWV 1048: I. Allegro",0.476,0.187,-19.231,0.639,80.09,0
2QdSGpeLF0ZlAmhsf2lWhv,5XQRfs0gXs30aWUn1Umves,Choker,Lucky,0.477,0.328,-8.458,0.283,174.143,61
345k7youQ1IzZaijlTwhZf,3Uobr6LgQpBbk6k4QGAb3V,I Prevail,Low,0.477,0.941,-4.01,0.695,145.007,64
5wjWPiLS4MIGaOECBdZMQ5,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Flute Sonata in E-Flat Major, BWV 1031: I. Allegro moderato",0.477,0.178,-24.584,0.831,81.58,0
5jmYu7XY4zd3mJfizA8t1K,3Uobr6LgQpBbk6k4QGAb3V,I Prevail,Let Me Be Sad,0.478,0.574,-5.645,0.0407,129.02,65
45h4w81P5iJJTSeR0jJUQ8,21TinSsF5ytwsfdyz5VSVS,dodie,She,0.479,0.154,-15.051,0.232,92.457,63
4L9l5x0WuzNtyEBeqzvgPE,4NZvixzsSefsNiIqXn0NDe,Maggie Rogers,Overnight,0.479,0.667,-5.429,0.734,177.958,67
0piz7NPKiFyeQIMWRTPmbb,0XKOBt59crntr7HQXXO8Yz,Brooks & Dunn,Hard Workin' Man - with Brothers Osborne,0.481,0.906,-4.18,0.437,144.081,55
1Yi8XPnCPoimWwqxwm3uz9,2xaAOVImG2O6lURwqperlD,Catfish and the Bottlemen,Longshot,0.481,0.765,-4.025,0.465,102.829,76
2Lq3yiv7RcY6eqLeIzq6Mz,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Concerto for Two Violins in D Minor, BWV 1043: I. Vivace",0.481,0.264,-16.396,0.805,97.341,0
5S8TnsIYMVrUg1bKxiGf6e,6zLBxLdl60ekBLpawtT63I,Cody Johnson,Dear Rodeo,0.482,0.654,-5.268,0.353,146.192,60
6cVFyXSMC9OFCcydD0Yld4,2lRH2dgU5Kk4Bc5phmII4T,LANCO,Rival,0.482,0.892,-3.634,0.734,82.03,64
3Y8XpUFQzTGSEDuApfyJV1,4NZvixzsSefsNiIqXn0NDe,Maggie Rogers,Past Life,0.483,0.099,-11.179,0.263,110.34,63
3UMe3nu3PhpKmWI72h42yH,0SfsnGyD8FpIN4U4WCkBZ5,Armin van Buuren,This Is What It Feels Like - John Ewbank Classical Remix,0.484,0.359,-10.048,0.175,121.557,0
